iter	Logloss
126	0.0007245450449
127	0.0007169195106
128	0.0006978382553
129	0.0006883162733
130	0.0006883195891
131	0.0006785749499
132	0.0006695545599
133	0.0006571635151
134	0.0006485653654
135	0.0006405777745
136	0.0006292182115
137	0.0006203592957
138	0.0006203289086
139	0.0006203280456
140	0.0006049221796
141	0.0005952887327
142	0.0005879253724
143	0.0005810076447
144	0.0005809951991
145	0.000566970653
146	0.0005669673826
147	0.0005564935885
148	0.0005564926347
149	0.000556486957
150	0.0005564765554
151	0.0005432496601
152	0.0005432522037
153	0.0005432442095
154	0.0005432456175
155	0.0005432408028
156	0.0005345667535
157	0.0005345649366
158	0.0005345538083
159	0.0005345674802
160	0.0005345327326
161	0.0005345246021
162	0.0005345218768
163	0.0005345148819
164	0.0005345121112
165	0.0005256713641
166	0.0005169436717
167	0.0005169448073
168	0.0005169472146
169	0.000516938857
170	0.0005169416277
171	0.0005169376306
172	0.0005169376306
173	0.0005169413098
174	0.0005092143033
175	0.0005092165744
176	0.0005092054915
177	0.0005092054915
178	0.0005091965434
179	0.0005091899118
180	0.0005092024482
181	0.000509187777
182	0.000509187777
183	0.000509187777
184	0.0005091812363
185	0.0005091875045
186	0.0005011785199
187	0.0004929030461
188	0.0004929063619
189	0.0004856123607
190	0.0004856050478
191	0.0004856104075
192	0.0004856104075
193	0.0004855999605
194	0.0004759559758
195	0.0004759559758
196	0.0004759559758
197	0.0004660638068
198	0.0004660654874
199	0.0004660599914
200	0.0004660584016
201	0.0004660522243
202	0.0004660486359
203	0.0004649993034
204	0.0004649772739
205	0.000464980953
206	0.0004649796358
207	0.0004649797721
208	0.0004649758658
209	0.0004649758658
210	0.0004649785457
211	0.0004649785457
212	0.0004649785457
213	0.0004579040676
214	0.0004578939839
215	0.0004578970726
216	0.0004578911678
217	0.0004578839912
218	0.0004578729083
219	0.0004578839912
220	0.0004486257277
221	0.0004486231386
222	0.0004486161891
223	0.0004486284984
224	0.0004486284984
225	0.0004486292251
226	0.0004486153261
227	0.0004486233203
228	0.0004486069685
229	0.0004486031077
230	0.0004486046066
231	0.0004485902987
232	0.0004403897708
233	0.0004403726468
234	0.0004403757355
235	0.0004403742366
236	0.0004403688314
237	0.0004403720563
238	0.0004403720563
239	0.0004403607917
240	0.0004403535697
241	0.0004403433044
242	0.0004403503448
243	0.0004403503448
244	0.0004403452575
245	0.0004403336296
246	0.0004403405791
247	0.0004403234097
248	0.0004402962021
249	0.0004402917962
250	0.0004402945669
251	0.0004402945669
252	0.0004402946123
253	0.0004402911603
254	0.0004402868906
255	0.0004402892071
256	0.0004402851192
257	0.0004402838019
258	0.0004402699029
259	0.0004402615453
260	0.0004327550158
261	0.0004327536077
262	0.0004327514275
263	0.0004327514275
264	0.0004327540165
265	0.0004327486113
266	0.0004327467945
267	0.0004327423886
268	0.0004327401175
269	0.000432738346
270	0.0004327386186
271	0.0004327365746
272	0.0004327417981
273	0.0004327386186
274	0.0004327318961
275	0.0004327300793
276	0.0004327380735
277	0.0004327370742
278	0.000432723584
279	0.000432733713
280	0.0004327163619
281	0.0004327260822
282	0.0004327260822
283	0.0004327216308
284	0.000432723266
285	0.000432723266
286	0.0004327162711
287	0.0004327191781
288	0.0004327101846
289	0.000432712819
290	0.0004327198594
291	0.0004327211766
292	0.0004327211766
293	0.0004327149993
294	0.0004327002826
295	0.0004241000436
296	0.0004240994077
297	0.0004240888244
298	0.0004240895966
299	0.0004240929124
300	0.0004240878706
301	0.0004240890515
302	0.0004240878706
303	0.0004240824199
304	0.0004240769693
305	0.0004240728814
306	0.0004240728814
307	0.0004240756067
308	0.0004240730631
309	0.0004240587098
310	0.0004240680667
311	0.0004240648417
312	0.0004240731085
313	0.0004240577105
314	0.0004240502614
315	0.0004240539859
316	0.0004240405411
317	0.0004240405411
318	0.0004240412224
319	0.000424026415
320	0.0004240161042
321	0.0004240161042
322	0.0004240160134
323	0.0004240101994
324	0.0004240121525
325	0.0004240049305
326	0.0004240049305
327	0.00042400434
328	0.000423998526
329	0.000423998526
330	0.0004239980264
331	0.0004239941655
332	0.0004239865801
333	0.0004239857625
334	0.0004239888512
335	0.0004239871252
336	0.0004239842636
337	0.0004239842182
338	0.000423979131
339	0.0004239815837
340	0.0004156954813
341	0.0004156804921
342	0.0004156913933
343	0.0004156848072
344	0.0004156852614
345	0.0004156790386
346	0.0004156848526
347	0.0004156832174
348	0.0004156759499
349	0.0004156834899
350	0.0004156693184
351	0.0004156819456
352	0.0004156819456
353	0.0004156729521
354	0.0004156655029
355	0.0004156562369
356	0.0004156317092
357	0.0004156317092
358	0.0004156331627
359	0.000415637069
360	0.0004156305736
361	0.0004156206263
362	0.0004156203992
363	0.0004156203992
364	0.0004156104518
365	0.0004156134042
366	0.0004156098159
367	0.0004156019125
368	0.0004155982788
369	0.0004155989147
370	0.0004155920106
371	0.0004155920106
372	0.0004155920106
373	0.0004155936004
374	0.0004155983242
375	0.0004155882406
376	0.0004155916018
377	0.0004155916018
378	0.0004155874684
379	0.0004155905571
380	0.0004155850157
381	0.0004155863783
382	0.0004155792017
383	0.0004155808369
384	0.0004155766581
385	0.0004155650301
386	0.000408207711
387	0.0004082122077
388	0.0004082182942
389	0.0004082182942
390	0.0004082167953
391	0.0004082155235
392	0.0004082160686
393	0.000408211163
394	0.000408211163
395	0.0004082018061
396	0.00040820653
397	0.0004010560614
398	0.0004010627383
399	0.000401056243
400	0.000401056243
401	0.000401043525
402	0.000401043525
403	0.0004010548804
404	0.0004010515192
405	0.0004010349403
406	0.0004010259013
407	0.0004010266281
408	0.0004010188155
409	0.0004010164536
410	0.000401012184
411	0.000401012184
412	0.0004010072784
413	0.0004010061883
414	0.0004010061883
415	0.000400988383
416	0.0004009879288
417	0.0004009910175
418	0.0004009924709
419	0.0004009970585
420	0.0004009921076
421	0.0004009916534
422	0.0004009814789
423	0.0004009814789
424	0.0004009618567
425	0.000400972122
426	0.000400965445
427	0.0004009676253
428	0.0004009556339
429	0.0004009429613
430	0.0004009368293
431	0.0004009359209
432	0.000400930334
433	0.0004009275633
434	0.0004009206592
435	0.0004009267457
436	0.0004009121653
437	0.0004009100305
438	0.0004009095309
439	0.0004009009462
440	0.0004009032627
441	0.0004008998106
442	0.0004008913622
443	0.0004008870926
444	0.0004008853665
445	0.0004008774632
446	0.000400877554
447	0.0004008756463
448	0.0004008751012
449	0.0004008727393
450	0.0004008661077
451	0.0004008658352
452	0.0004008698323
453	0.0004008665619
454	0.0004008632007
455	0.0004008646088
456	0.0004008519362
457	0.0004008500284
458	0.0004008410804
459	0.0004008410804
460	0.0004008409441
461	0.0004008379008
462	0.0004008295432
463	0.0004008447595
464	0.0004008438511
465	0.0004008292707
466	0.0004008317235
467	0.0004008265908
468	0.0004008291799
469	0.0004008284531
470	0.0004008245923
471	0.0004008245923
472	0.0004008243197
473	0.0004008182332
474	0.0004008140544
475	0.0004008109658
476	0.0004008147812
477	0.0004008112383
478	0.0004008116017
479	0.0004008104661
480	0.0004008066053
481	0.0004008137819
482	0.0004008082859
483	0.0004007952953
484	0.0004008026536
485	0.0004008014726
486	0.0004008008367
487	0.0004007956132
488	0.0004007912982
489	0.0004007978389
490	0.0004007872556
491	0.0004007824409
492	0.0004007883457
493	0.0004007863472
494	0.0004007741287
495	0.0004007674972
496	0.0004007640451
497	0.0004007599117
498	0.0004007594121
499	0.0004007462398
500	0.0004007469666
501	0.0004007470574
502	0.000400738291
503	0.0004007466486
504	0.0004007454222
505	0.0004007399262
506	0.0004007277078
507	0.0004007225751
508	0.0004007196681
509	0.0004007183963
510	0.0004007062233
511	0.0004007057691
512	0.0004007060416
513	0.0004006987287
514	0.0004007025895
515	0.0004006935052
516	0.0004006981382
517	0.0004006924151
518	0.0004006966847
519	0.0004006827402
520	0.0004006803329
521	0.0004006803329
522	0.0004006845117
523	0.0004006790611
524	0.0004006737467
525	0.0004006737467
526	0.0004006763812
527	0.0004006699767
528	0.0004006699767
529	0.0004006699767
530	0.0004006615737
531	0.0004006600294
532	0.0004006600294
533	0.0004006602111
534	0.0004006598023
535	0.0004006546242
536	0.0004006551693
537	0.0004006489919
538	0.000400627462
539	0.0004006214664
540	0.0004006214664
541	0.0004005976199
542	0.0004005943042
543	0.0004005994822
544	0.0004005994822
545	0.0004005956668
546	0.0004005887627
547	0.0004005893078
548	0.000400590943
549	0.0004005866733
550	0.000400582767
551	0.000400582767
552	0.0004005824037
553	0.000400581041
554	0.0004005762263
555	0.0004005762263
556	0.0004005859011
557	0.0004005757267
558	0.0004005744094
559	0.0004005802234
560	0.0004005713662
561	0.0004005706849
562	0.000400560147
563	0.000400560147
564	0.0004005563316
565	0.0004005563316
566	0.0004005563316
567	0.0004005591478
568	0.0004005591478
569	0.0004005558774
570	0.0004005386626
571	0.0004005448853
572	0.0004005448853
573	0.0004005448853
574	0.0004005448853
575	0.0004005448853
576	0.0004005448853
577	0.000400540752
578	0.0004005400706
579	0.0004005440223
580	0.0004005440223
581	0.0004005369365
582	0.000400536346
583	0.0004005328032
584	0.0004005323489
585	0.0004005337116
586	0.0004005337116
587	0.0004005337116
588	0.0004005267621
589	0.0004005158609
590	0.0004005192675
591	0.0004005217657
592	0.0004005217657
593	0.0004005147707
594	0.0004005143619
595	0.0004004997816
596	0.0004004976467
597	0.0004004976467
598	0.0004004859279
599	0.0004004958299
600	0.0004004882899
601	0.0004004800231
602	0.0004004784788
603	0.0004004859279
604	0.0004004809316
605	0.0004004817946
606	0.0004004646706
607	0.0004004638984
608	0.0004004636259
609	0.0004004636259
610	0.0004004574031
611	0.0004004567672
612	0.0004004570397
613	0.0004004561313
614	0.0004004587658
615	0.0004004575848
616	0.0004004575848
617	0.0004004441854
618	0.0004004441854
619	0.0004004463202
620	0.000400446729
621	0.000400446729
622	0.0004004510895
623	0.0004004433678
624	0.0004004462294
625	0.0004004462294
626	0.0004004393253
627	0.0004004393253
628	0.0004004432315
629	0.0004004418689
630	0.0004004418689
631	0.0004004396432
632	0.0004004346922
633	0.0004004382351
634	0.0004004382351
635	0.000400447592
636	0.0004004404154
637	0.0004004376901
638	0.0004004376901
639	0.0004004343289
640	0.0004004382351
641	0.0004004356007
642	0.0004004221558
643	0.0004004221558
644	0.0004004274248
645	0.0004004177045
646	0.000400422065
647	0.0004004202936
648	0.0004004154334
649	0.0004004032604
650	0.0004003944486
651	0.0004003827298
652	0.0004003858639
653	0.000400388998
654	0.000400388998
655	0.000400388998
656	0.000400388998
657	0.000400388998
658	0.0004003786873
659	0.000400387817
660	0.0004003813671
661	0.0004003809129
662	0.0004003809129
663	0.0004003843196
664	0.0004003843196
665	0.0004003818668
666	0.0004003847284
667	0.0004003847284
668	0.0004003847284
669	0.0004003875445
670	0.0004003866361
671	0.0004003866361
672	0.0004003739634
673	0.0004003739634
674	0.0004003816397
675	0.0004003767341
676	0.0004003767341
677	0.0004003767341
678	0.0004003767341
679	0.0004003767341
680	0.0004003792777
681	0.0004003725553
682	0.0004003764162
683	0.0004003755532
684	0.0004003721011
685	0.0004003757349
686	0.0004003733729
687	0.0004003762799
688	0.0004003685128
689	0.0004003676498
690	0.0004003676498
691	0.0004003676498
692	0.0004003676498
693	0.0004003676498
694	0.0004003676498
695	0.0004003711018
696	0.0004003711018
697	0.0004003711018
698	0.0004003711018
699	0.0004003705568
700	0.000400366378
701	0.000400366378
702	0.0004003584746
703	0.0004003584746
704	0.0004003623809
705	0.0004003623809
706	0.0004003623809
707	0.0004003623809
708	0.0004003623809
709	0.0004003623809
710	0.0004003544775
711	0.0004003544775
712	0.0004003544775
713	0.0004003544775
714	0.0004003544775
715	0.0004003544775
716	0.0004003544775
717	0.0004003544775
718	0.0004003483001
719	0.0004003483001
720	0.0004003532965
721	0.0004003532965
722	0.0004003465741
723	0.0004003465741
724	0.0004003465741
725	0.0004003500262
726	0.0004003500262
727	0.0004003500262
728	0.0004003500262
729	0.0004003491177
730	0.0004003491177
731	0.0004003491177
732	0.0004003491177
733	0.0004003491177
734	0.0004003491177
735	0.0004003491177
736	0.0004003491177
737	0.0004003491177
738	0.0004003491177
739	0.0004003491177
740	0.0004003413052
741	0.0004003413052
742	0.0004003413052
743	0.0004003413052
744	0.0004003413052
745	0.0004003413052
746	0.0004003413052
747	0.0004003413052
748	0.0004003413052
749	0.0004003393521
750	0.0004003393521
751	0.0004003393521
752	0.0004003393521
753	0.0004003393521
754	0.0004003393521
755	0.0004003393521
756	0.0004003393521
757	0.0004003393521
758	0.0004003393521
759	0.0004003393521
760	0.0004003393521
761	0.0004003393521
762	0.0004003393521
763	0.0004003393521
764	0.0004003393521
765	0.0004003393521
766	0.0004003393521
767	0.0004003393521
768	0.0004003393521
769	0.0004003393521
770	0.0004003393521
771	0.0004003393521
772	0.0004003393521
773	0.0004003393521
774	0.0004003393521
775	0.0004003393521
776	0.0004003393521
777	0.0004003393521
778	0.0004003393521
779	0.0004003393521
780	0.0004003393521
781	0.0004003393521
782	0.0004003393521
783	0.0004003393521
784	0.0004003393521
785	0.0004003393521
786	0.0004003393521
787	0.0004003393521
788	0.0004003393521
789	0.0004003393521
790	0.0004003393521
791	0.0004003393521
792	0.0004003393521
793	0.0004003393521
794	0.0004003393521
795	0.0004003393521
796	0.0004003393521
797	0.0004003393521
798	0.0004003393521
799	0.0004003393521
800	0.0004003393521
801	0.0004003393521
802	0.0004003393521
803	0.0004003393521
804	0.0004003393521
805	0.0004003393521
806	0.0004003393521
807	0.0004003393521
808	0.0004003393521
809	0.0004003393521
810	0.0004003393521
811	0.0004003393521
812	0.0004003393521
813	0.0004003393521
814	0.0004003393521
815	0.0004003393521
816	0.0004003393521
817	0.0004003393521
818	0.0004003393521
819	0.0004003393521
820	0.0004003393521
821	0.0004003393521
822	0.0004003393521
823	0.0004003393521
824	0.0004003393521
825	0.0004003393521
826	0.0004003393521
827	0.0004003393521
828	0.0004003393521
829	0.0004003393521
830	0.0004003393521
831	0.0004003393521
832	0.0004003393521
833	0.0004003393521
834	0.0004003393521
835	0.0004003393521
836	0.0004003393521
837	0.0004003393521
838	0.0004003393521
839	0.0004003393521
840	0.0004003393521
841	0.0004003393521
842	0.0004003393521
843	0.0004003393521
844	0.0004003393521
845	0.0004003393521
846	0.0004003393521
847	0.0004003393521
848	0.0004003393521
849	0.0004003393521
850	0.0004003393521
851	0.0004003393521
852	0.0004003393521
853	0.0004003393521
854	0.0004003393521
855	0.0004003393521
856	0.0004003393521
857	0.0004003393521
858	0.0004003393521
859	0.0004003393521
860	0.0004003393521
861	0.0004003393521
862	0.0004003393521
863	0.0004003393521
864	0.0004003393521
865	0.0004003393521
866	0.0004003393521
867	0.0004003393521
868	0.0004003393521
869	0.0004003393521
870	0.0004003393521
871	0.0004003393521
872	0.0004003393521
873	0.0004003393521
874	0.0004003393521
875	0.0004003393521
876	0.0004003393521
877	0.0004003393521
878	0.0004003393521
879	0.0004003393521
880	0.0004003393521
881	0.0004003393521
882	0.0004003393521
883	0.0004003393521
884	0.0004003393521
885	0.0004003393521
886	0.0004003393521
887	0.0004003393521
888	0.0004003393521
889	0.0004003393521
890	0.0004003393521
891	0.0004003393521
892	0.0004003393521
893	0.0004003393521
894	0.0004003393521
895	0.0004003393521
896	0.0004003393521
897	0.0004003393521
898	0.0004003393521
899	0.0004003393521
900	0.0004003393521
901	0.0004003393521
902	0.0004003393521
903	0.0004003393521
904	0.0004003393521
905	0.0004003393521
906	0.0004003393521
907	0.0004003393521
908	0.0004003393521
909	0.0004003393521
910	0.0004003393521
911	0.0004003393521
912	0.0004003393521
913	0.0004003393521
914	0.0004003393521
915	0.0004003393521
916	0.0004003393521
917	0.0004003393521
918	0.0004003393521
919	0.0004003393521
920	0.0004003393521
921	0.0004003393521
922	0.0004003393521
923	0.0004003393521
924	0.0004003393521
925	0.0004003393521
926	0.0004003393521
927	0.0004003393521
928	0.0004003393521
929	0.0004003393521
930	0.0004003393521
931	0.0004003393521
932	0.0004003393521
933	0.0004003393521
934	0.0004003393521
935	0.0004003393521
936	0.0004003393521
937	0.0004003393521
938	0.0004003393521
939	0.0004003393521
940	0.0004003393521
941	0.0004003393521
942	0.0004003393521
943	0.0004003393521
944	0.0004003393521
945	0.0004003393521
946	0.0004003393521
947	0.0004003393521
948	0.0004003393521
949	0.0004003393521
950	0.0004003393521
951	0.0004003393521
952	0.0004003393521
953	0.0004003393521
954	0.0004003393521
955	0.0004003393521
956	0.0004003393521
957	0.0004003393521
958	0.0004003393521
959	0.0004003393521
960	0.0004003393521
961	0.0004003393521
962	0.0004003393521
963	0.0004003393521
964	0.0004003393521
965	0.0004003393521
966	0.0004003393521
967	0.0004003393521
968	0.0004003393521
969	0.0004003393521
970	0.0004003393521
971	0.0004003393521
972	0.0004003393521
973	0.0004003393521
974	0.0004003393521
975	0.0004003393521
976	0.0004003393521
977	0.0004003393521
978	0.0004003393521
979	0.0004003393521
980	0.0004003393521
981	0.0004003393521
982	0.0004003393521
983	0.0004003393521
984	0.0004003393521
985	0.0004003393521
986	0.0004003393521
987	0.0004003393521
988	0.0004003393521
989	0.0004003393521
990	0.0004003393521
991	0.0004003393521
992	0.0004003393521
993	0.0004003393521
994	0.0004003393521
995	0.0004003393521
996	0.0004003393521
997	0.0004003393521
998	0.0004003393521
999	0.0004003393521
